1.14129794E-01  1.59390324E-03  2.07189900E-04
1.15735641E-01  1.68272667E-03  2.04563483E-04
1.17341487E-01  1.70249465E-03  2.02715367E-04
1.18947333E-01  1.51968322E-03  2.01633084E-04
1.20553180E-01  1.55034635E-03  2.00407219E-04
1.22159026E-01  1.50842432E-03  1.98877124E-04
1.23764872E-01  1.54421638E-03  1.99038936E-04
1.25370719E-01  1.23699834E-03  2.06159160E-04
1.26976565E-01  1.55292319E-03  2.08980753E-04
1.28582411E-01  1.42233154E-03  2.12226557E-04
1.30188258E-01  1.42653074E-03  2.13578106E-04
1.31794104E-01  1.18628703E-03  2.15793813E-04
1.33399951E-01  1.22245960E-03  2.14067464E-04
1.35005797E-01  1.20030982E-03  2.09848643E-04
1.36611643E-01  1.19189067E-03  2.06616388E-04
1.38217490E-01  1.21451143E-03  2.04677298E-04
1.39823336E-01  1.22837323E-03  2.03729601E-04
1.41429182E-01  1.18278366E-03  2.03526557E-04
1.43035029E-01  1.08326227E-03  2.02117197E-04
1.44640875E-01  1.19379376E-03  2.01542673E-04
1.46246721E-01  1.19214106E-03  2.00358397E-04
1.47852568E-01  1.16371523E-03  2.00006423E-04
1.49458414E-01  1.14463988E-03  1.99516375E-04
1.51064260E-01  1.14665340E-03  1.97686888E-04
1.52670107E-01  1.19564363E-03  1.96879095E-04
1.54275953E-01  1.03045494E-03  1.96856647E-04
1.55881799E-01  9.89342908E-04  1.95741532E-04
1.57487646E-01  9.72668242E-04  1.94904367E-04
1.59093492E-01  9.03103235E-04  1.94256090E-04
1.60699339E-01  1.17644960E-03  1.93484809E-04
1.62305185E-01  9.14419336E-04  1.93143169E-04
1.63911031E-01  8.81134932E-04  1.93481135E-04
1.65516878E-01  1.02187001E-03  1.91964354E-04
1.67122724E-01  9.52010975E-04  1.91239335E-04
1.68728570E-01  8.71471795E-04  1.90249740E-04
1.70334417E-01  9.35588830E-04  1.89219614E-04
1.71940263E-01  9.56179042E-04  1.88392913E-04
1.73546109E-01  8.24287801E-04  1.88437299E-04
1.75151956E-01  9.07932541E-04  1.87764768E-04
1.76757802E-01  9.02132796E-04  1.86695035E-04
1.78363648E-01  7.92426190E-04  1.86546640E-04
1.79969495E-01  7.32143543E-04  1.85768282E-04
1.81575341E-01  8.40311072E-04  1.85807962E-04
1.83181187E-01  7.13097198E-04  1.85251693E-04
1.84787034E-01  7.88180690E-04  1.83880404E-04
1.86392880E-01  8.22466665E-04  1.83026331E-04
1.87998726E-01  6.32862960E-04  1.82496872E-04
1.89604573E-01  6.53842464E-04  1.82136271E-04
1.91210419E-01  7.03381109E-04  1.81456296E-04
1.92816266E-01  7.16964315E-04  1.80676252E-04
1.94422112E-01  6.61279474E-04  1.80164777E-04
1.96027958E-01  6.57977536E-04  1.79734913E-04
1.97633805E-01  7.07315547E-04  1.79247020E-04
1.99239651E-01  4.96989648E-04  1.78867571E-04
2.00845497E-01  7.10962074E-04  1.78116716E-04
2.02451344E-01  6.79224996E-04  1.77741985E-04
2.04057190E-01  6.08974269E-04  1.77127194E-04
2.05663036E-01  6.46149474E-04  1.76439594E-04
2.07268883E-01  5.55856686E-04  1.75773337E-04
2.08874729E-01  5.85030232E-04  1.75316693E-04
2.10480575E-01  6.96870631E-04  1.74699347E-04
2.12086422E-01  6.44232014E-04  1.73943177E-04
2.13692268E-01  4.48723723E-04  1.73797987E-04
2.15298114E-01  6.40554620E-04  1.73098770E-04
2.16903961E-01  5.36015523E-04  1.72587242E-04
2.18509807E-01  5.87803444E-04  1.72247225E-04
2.20115654E-01  5.36158415E-04  1.71272070E-04
2.21721500E-01  5.83975443E-04  1.71137303E-04
2.23327346E-01  5.45447958E-04  1.70503681E-04
2.24933193E-01  6.29292003E-04  1.69958874E-04
2.26539039E-01  5.05828964E-04  1.69797005E-04
2.28144885E-01  5.16429543E-04  1.68851875E-04
2.29750732E-01  5.76339130E-04  1.69112621E-04
2.31356578E-01  5.87257424E-04  1.71712937E-04
2.32962424E-01  5.23729782E-04  1.73399502E-04
2.34568271E-01  4.78320622E-04  1.75262435E-04
2.36174117E-01  5.10559816E-04  1.75989667E-04
2.37779963E-01  5.02485782E-04  1.77234225E-04
2.39385810E-01  2.77655199E-04  1.78075214E-04
2.40991656E-01  5.59260803E-04  1.78345584E-04
2.42597502E-01  5.81741333E-04  1.79095797E-04
2.44203349E-01  4.63230802E-04  1.79579213E-04
2.45809195E-01  4.99666003E-04  1.79977636E-04
2.47415042E-01  3.71162381E-04  1.84443666E-04
2.49020888E-01  3.99437866E-04  1.88023429E-04
2.50626734E-01  3.24906249E-04  1.95064877E-04
2.52232581E-01  4.51851902E-04  2.04865858E-04
2.53838427E-01  4.23609944E-04  2.11865632E-04
2.55444273E-01  4.67485083E-04  2.17384435E-04
2.57050120E-01  3.55993797E-04  2.23574288E-04
