1.29614741E-02  7.99638512E-03  1.57636491E-03
1.45673205E-02  8.34248002E-03  1.20275087E-03
1.61731668E-02  8.50479465E-03  9.95480072E-04
1.77790132E-02  8.43660320E-03  8.59216385E-04
1.93848595E-02  8.18715085E-03  7.61940482E-04
2.09907059E-02  8.21832674E-03  6.74533482E-04
2.25965522E-02  7.76613557E-03  6.23698423E-04
2.42023986E-02  7.38723017E-03  5.80179570E-04
2.58082449E-02  7.78297867E-03  5.39149356E-04
2.74140913E-02  7.81494672E-03  5.09209252E-04
2.90199376E-02  6.98208463E-03  4.91948102E-04
3.06257840E-02  7.55694668E-03  5.05137023E-04
3.22316304E-02  7.46735797E-03  6.28096417E-04
3.38374767E-02  7.18250525E-03  6.02719163E-04
3.54433231E-02  6.77654520E-03  4.41716068E-04
3.70491694E-02  6.83823228E-03  4.12888113E-04
3.86550158E-02  6.62338335E-03  4.02013527E-04
4.02608621E-02  6.43376208E-03  3.92035051E-04
4.18667085E-02  6.26838979E-03  3.80053416E-04
4.34725548E-02  6.09681968E-03  3.72604241E-04
4.50784012E-02  5.69466821E-03  3.70464101E-04
4.66842475E-02  5.88644615E-03  3.71241329E-04
4.82900939E-02  5.38125368E-03  3.80070127E-04
4.98959402E-02  5.52711663E-03  3.51840944E-04
5.15017866E-02  5.04594695E-03  3.35873576E-04
5.31076329E-02  5.05356570E-03  3.27974604E-04
5.47134793E-02  4.87501414E-03  3.23269804E-04
5.63193256E-02  4.80015123E-03  3.16682240E-04
5.79251720E-02  4.57592601E-03  3.15212788E-04
5.95310183E-02  4.50274348E-03  3.38440432E-04
6.11368647E-02  4.31565328E-03  3.57406614E-04
6.27427110E-02  4.09647370E-03  3.11556825E-04
6.43485574E-02  4.08101933E-03  2.93180153E-04
6.59544037E-02  3.82896193E-03  2.89141258E-04
6.75602501E-02  3.76101450E-03  2.83609812E-04
6.91660964E-02  3.65360134E-03  2.79232853E-04
7.07719428E-02  3.58472232E-03  2.76443454E-04
7.23777891E-02  3.29559855E-03  2.76102782E-04
7.39836355E-02  3.46211397E-03  2.69313871E-04
7.55894819E-02  3.28000289E-03  2.65074291E-04
7.71953282E-02  3.23947413E-03  2.61382961E-04
7.88011746E-02  3.26748618E-03  2.58288537E-04
8.04070209E-02  2.81727553E-03  2.56392047E-04
8.20128673E-02  2.91495158E-03  2.57774576E-04
8.36187136E-02  2.76523775E-03  2.65773035E-04
8.52245600E-02  2.62762686E-03  2.59346709E-04
8.68304063E-02  2.62398406E-03  2.45506084E-04
8.84362527E-02  2.55480116E-03  2.40607850E-04
9.00420990E-02  2.43253341E-03  2.38223444E-04
9.16479454E-02  2.33742861E-03  2.35354811E-04
9.32537917E-02  2.31419264E-03  2.32879616E-04
9.48596381E-02  2.20965488E-03  2.31461442E-04
9.64654844E-02  2.22653842E-03  2.29201413E-04
9.80713308E-02  2.22733564E-03  2.26697918E-04
9.96771771E-02  1.93893297E-03  2.23874924E-04
1.01283023E-01  1.96520691E-03  2.22104245E-04
1.02888870E-01  1.97818450E-03  2.19799053E-04
1.04494716E-01  1.88252117E-03  2.17208016E-04
1.06100563E-01  1.83977133E-03  2.17097718E-04
1.07706409E-01  1.99015279E-03  2.21706146E-04
1.09312255E-01  1.84580897E-03  2.16961033E-04
1.10918102E-01  1.72375941E-03  2.10354893E-04
1.12523948E-01  1.72016663E-03  2.08220212E-04
